RIN,Geolocation,zip,long_lat,TigerLineID,Tract,Block
174288,"500 S IH 35 SVRD SB, Austin, TX, ,",,,,,
174289,"300 E 6TH ST, Austin, TX, ,",,,,,
174290,"1713 E RIVERSIDE DR, Austin, TX, ,","1713 E RIVERSIDE DR, AUSTIN, TX, 78741","-97.729935,30.243937",64098734,1403,2009
174291,"300 E 6TH ST, Austin, TX, ,",,,,,
174292,"4604 TURNSTONE DR, Austin, TX, ,","4604 TURNSTONE DR, AUSTIN, TX, 78744","-97.74907,30.188354",63950121,2412,1005
174293,"300 E 6TH ST, Austin, TX, ,",,,,,
174294,"PEPPERTREE PKWY / E STASSNEY LN, Austin, TX, ,",,,,,
174295,"302 E POWELL LN, Austin, TX, ,",,,,,
174296,"515 KREBS LN, Austin, TX, ,","515 KREBS LN, AUSTIN, TX, 78704","-97.76732,30.227322",63944331,1308,3003
174297,"6107 IDLEWOOD CV, Austin, TX, ,","6107 IDLEWOOD COVE, AUSTIN, TX, 78745","-97.77776,30.20092",63949626,2402,2021
174298,"6107 IDLEWOOD CV, Austin, TX, ,","6107 IDLEWOOD COVE, AUSTIN, TX, 78745","-97.77776,30.20092",63949626,2402,2021
174299,"10107 BRANTLEY BND, Austin, TX, ,","10107 BRANTLEY BEND, AUSTIN, TX, 78748","-97.838646,30.175138",616102198,1748,2021
174300,"10107 BRANTLEY BND, Austin, TX, ,","10107 BRANTLEY BEND, AUSTIN, TX, 78748","-97.838646,30.175138",616102198,1748,2021
174302,"E 4TH ST / COMAL ST, Austin, TX, ,",,,,,
174303,"2400 BURLESON RD, Austin, TX, ,","2400 BURLESON RD, AUSTIN, TX, 78741","-97.735504,30.228514",63948741,2307,4009
174304,"400 ATLANTA ST, Austin, TX, ,","400 ATLANTA ST, AUSTIN, TX, 78703","-97.771164,30.276178",64093787,1602,3006
174324,"416 E 6TH ST, Austin, TX, ,",,,,,
174325,"515 KREBS LN, Austin, TX, ,","515 KREBS LN, AUSTIN, TX, 78704","-97.76732,30.227322",63944331,1308,3003
174326,"7301 EASTCREST DR, Austin, TX, ,","7301 EASTCREST DR, AUSTIN, TX, 78752","-97.70873,30.337046",63932160,1804,1013
174327,"1919 HEARTHSIDE DR, Austin, TX, ,","1919 HEARTHSIDE DR, AUSTIN, TX, 78757","-97.72165,30.365692",64003139,1818,1008
174328,"2400 BURLESON RD, Austin, TX, ,","2400 BURLESON RD, AUSTIN, TX, 78741","-97.735504,30.228514",63948741,2307,4009
174329,"1601 E ANDERSON LN SVRD EB, Austin, TX, ,",,,,,
174330,"7114 N IH 35 SVRD SB, Austin, TX, ,",,,,,
174331,"7114 N IH 35 SVRD SB, Austin, TX, ,",,,,,
174332,"400 BLOCK E 6TH ST, Austin, TX, ,","400 E 6TH ST, AUSTIN, TX, 78701","-97.73924,30.26705",63946502,1100,1096
174333,"2100 WICKERSHAM LN, Austin, TX, ,","2100 WICKERSHAM LN, AUSTIN, TX, 78741","-97.72087,30.231415",63948851,2314,4001
174334,"2100 WICKERSHAM LN, Austin, TX, ,","2100 WICKERSHAM LN, AUSTIN, TX, 78741","-97.72087,30.231415",63948851,2314,4001
174336,"7329 RHETT PL, Austin, TX, ,","7329 RHETT PL, AUSTIN, TX, 78744","-97.74298,30.166945",63950443,2426,2002
174337,"1713 E RIVERSIDE DR, Austin, TX, ,","1713 E RIVERSIDE DR, AUSTIN, TX, 78741","-97.729935,30.243938",64098734,1403,2009
174338,"7209 THANNAS WAY, Austin, TX, ,","7209 THANNAS WAY, AUSTIN, TX, 78744","-97.758354,30.178068",640901136,2427,2010
174339,"5800 BLOCK TECHNI CENTER DR, Austin, TX, ,","5800 TECHNI CENTER DR, AUSTIN, TX, 78721","-97.67172,30.278173",641678444,2110,1028
174341,"MANOR RD / CHERRYWOOD RD, Austin, TX, ,",,,,,
174342,"800 GUADALUPE ST, Austin, TX, ,","800 GUADALUPE ST, AUSTIN, TX, 78701","-97.74557,30.27095",63943411,1100,1041
174343,"13309 N IH 35 SVRD NB, Austin, TX, ,",,,,,
174344,"7301 EASTCREST DR, Austin, TX, ,","7301 EASTCREST DR, AUSTIN, TX, 78752","-97.70873,30.337046",63932160,1804,1013
174345,"1919 HEARTHSIDE DR, Austin, TX, ,","1919 HEARTHSIDE DR, AUSTIN, TX, 78757","-97.72165,30.365692",64003139,1818,1008
174346,"6600 MIDDLE FISKVILLE RD, Austin, TX, ,","6600 MIDDLE FISKVILLE RD, AUSTIN, TX, 78752","-97.70721,30.328106",63932431,1503,4014
174347,"3608 ASPEN CREEK PKWY, Austin, TX, ,","3608 ASPEN CREEK PKWY, AUSTIN, TX, 78749","-97.85446,30.180418",63991032,1740,2024
174348,"3608 ASPEN CREEK PKWY, Austin, TX, ,","3608 ASPEN CREEK PKWY, AUSTIN, TX, 78749","-97.85446,30.180418",63991032,1740,2024
174349,"2300 E RIVERSIDE DR, Austin, TX, ,","2300 E RIVERSIDE DR, AUSTIN, TX, 78741","-97.72647,30.239614",63948687,2304,2010
174351,"7209 THANNAS WAY, Austin, TX, ,","7209 THANNAS WAY, AUSTIN, TX, 78744","-97.758354,30.178068",640901136,2427,2010
174352,"3311 ESPERANZA XING, Austin, TX, ,","3311 ESPERANZA CROSSING, AUSTIN, TX, 78758","-97.72697,30.400635",620019995,1849,1007
174353,"800 GUADALUPE ST, Austin, TX, ,","800 GUADALUPE ST, AUSTIN, TX, 78701","-97.74557,30.27095",63943411,1100,1041
174354,"9125 NORTH PLZ, Austin, TX, ,","9125 NORTH PLZ, AUSTIN, TX, 78753","-97.68586,30.354235",624599480,1813,2006
174355,"1088 PARK PLZ, Austin, TX, ,","1088 PARK PLZ, AUSTIN, TX, 78753","-97.68573,30.348824",624599339,1813,1012
174357,"7131 HOWERINGTON CIR, Austin, TX, ,","7131 HOWERINGTON CIR, AUSTIN, TX, 78724","-97.64456,30.304132",63974550,2202,3054
174364,"1919 HEARTHSIDE DR, Austin, TX, ,","1919 HEARTHSIDE DR, AUSTIN, TX, 78757","-97.72165,30.365692",64003139,1818,1008
174366,"3608 ASPEN CREEK PKWY, Austin, TX, ,","3608 ASPEN CREEK PKWY, AUSTIN, TX, 78749","-97.85446,30.180418",63991032,1740,2024
174367,"2300 E RIVERSIDE DR, Austin, TX, ,","2300 E RIVERSIDE DR, AUSTIN, TX, 78741","-97.72647,30.239614",63948687,2304,2010
174368,"1901 ONION CREEK PKWY, Austin, TX, ,","1901 ONION CREEK PKWY, AUSTIN, TX, 78748","-97.798065,30.137213",623906033,2407,1023
174369,"1901 ONION CREEK PKWY, Austin, TX, ,","1901 ONION CREEK PKWY, AUSTIN, TX, 78748","-97.798065,30.137213",623906033,2407,1023
174370,"3100 BLOCK E SH 71 EB, Austin, TX, ,",,,,,
174371,"4509 E ST ELMO RD, Austin, TX, ,","4509 E ST ELMO RD, AUSTIN, TX, 78744","-97.73875,30.206026",64014007,2413,2000
174372,"2703 BENBROOK DR, Austin, TX, ,","2703 BENBROOK DR, AUSTIN, TX, 78757","-97.73161,30.36979",63929934,1817,3019
174374,"7131 HOWERINGTON CIR, Austin, TX, ,","7131 HOWERINGTON CIR, AUSTIN, TX, 78724","-97.64456,30.304132",63974550,2202,3054
174376,"1713 E RIVERSIDE DR, Austin, TX, ,","1713 E RIVERSIDE DR, AUSTIN, TX, 78741","-97.729935,30.243938",64098734,1403,2009
174377,"1713 E RIVERSIDE DR, Austin, TX, ,","1713 E RIVERSIDE DR, AUSTIN, TX, 78741","-97.729935,30.243938",64098734,1403,2009
174378,"2209 TALLOW CT, Austin, TX, ,","2209 TALLOW CT, AUSTIN, TX, 78744","-97.754715,30.194506",63949917,2411,2017
174379,"STONELAKE BLVD / N CAPITAL OF TEXAS HWY SB, Austin, TX, ,",,,,,
174380,"325 E 6TH ST, Austin, TX, ,",,,,,
174381,"400 BLOCK E 6TH ST, Austin, TX, ,","400 E 6TH ST, AUSTIN, TX, 78701","-97.73924,30.26705",63946502,1100,1096
174382,"12349 METRIC BLVD, Austin, TX, ,","12349 METRIC BLVD, AUSTIN, TX, 78758","-97.69648,30.409565",641676347,1826,2004
174383,"710 TRINITY ST, Austin, TX, ,","710 TRINITY ST, AUSTIN, TX, 78701","-97.7389,30.268162",63946486,1100,1064
174384,"1800 GLENCLIFF DR, Austin, TX, ,","1800 GLENCLIFF DR, AUSTIN, TX, 78704","-97.782875,30.258968",63941672,1901,1013
174385,"1800 GLENCLIFF DR, Austin, TX, ,","1800 GLENCLIFF DR, AUSTIN, TX, 78704","-97.782875,30.258968",63941672,1901,1013
174386,"12817 HEINEMANN DR, Austin, TX, ,","12817 HEINEMANN DR, AUSTIN, TX, 78727","-97.743996,30.437063",63926344,1786,4009
174387,"2703 BENBROOK DR, Austin, TX, ,","2703 BENBROOK DR, AUSTIN, TX, 78757","-97.73161,30.36979",63929934,1817,3019
174388,"12100 N LAMAR BLVD, Austin, TX, ,",,,,,
174404,"400 ATLANTA ST, Austin, TX, ,","400 ATLANTA ST, AUSTIN, TX, 78703","-97.771164,30.276178",64093787,1602,3006
174424,"BASTROP HWY NB / VARGAS RD, Austin, TX, ,",,,,,
174425,"333 E SLAUGHTER LN, Austin, TX, ,","333 E SLAUGHTER LN, AUSTIN, TX, 78744","-97.78246,30.166798",64116577,2425,1000
174426,"333 E SLAUGHTER LN, Austin, TX, ,","333 E SLAUGHTER LN, AUSTIN, TX, 78744","-97.78246,30.166798",64116577,2425,1000
174427,"100 BLOCK W 6TH ST, Austin, TX, ,","100 E 6TH ST, AUSTIN, TX, 78701","-97.74271,30.268042",63943456,1100,1089
174428,"11441 N IH 35 SVRD NB, Austin, TX, ,",,,,,
174429,"1601 E ANDERSON LN SVRD EB, Austin, TX, ,",,,,,
174430,"2100 WICKERSHAM LN, Austin, TX, ,","2100 WICKERSHAM LN, AUSTIN, TX, 78741","-97.72087,30.231415",63948851,2314,4001
174431,"MANOR RD / CHERRYWOOD RD, Austin, TX, ,",,,,,
174432,"200 LAVACA ST, Austin, TX, ,","200 LAVACA ST, AUSTIN, TX, 78701","-97.74657,30.265074",64094801,1100,1118
174433,"200 LAVACA ST, Austin, TX, ,","200 LAVACA ST, AUSTIN, TX, 78701","-97.74657,30.265074",64094801,1100,1118
174434,"409 E 6TH ST, Austin, TX, ,",,,,,
174435,"400 BLOCK E 6TH ST, Austin, TX, ,","400 E 6TH ST, AUSTIN, TX, 78701","-97.73924,30.26705",63946502,1100,1096
174436,"400 BLOCK E 6TH ST, Austin, TX, ,","400 E 6TH ST, AUSTIN, TX, 78701","-97.73924,30.26705",63946502,1100,1096
174437,"1210 E CESAR CHAVEZ ST, Austin, TX, ,","1210 E CESAR CHAVEZ ST, AUSTIN, TX, 78702","-97.73244,30.259834",63946750,902,4057
174438,"5900 MANOR RD, Austin, TX, ,",,,,,
174439,"8900 BLOCK NORTH PLZ, Austin, TX, ,","8900 NORTH PLZ, AUSTIN, TX, 78753","-97.68796,30.350594",624599259,1813,1024
174440,"8900 BLOCK NORTH PLZ, Austin, TX, ,","8900 NORTH PLZ, AUSTIN, TX, 78753","-97.68796,30.350594",624599259,1813,1024
174441,"325 E 6TH ST, Austin, TX, ,",,,,,
174442,"409 E 6TH ST, Austin, TX, ,",,,,,
174443,"400 BLOCK E 6TH ST, Austin, TX, ,","400 E 6TH ST, AUSTIN, TX, 78701","-97.73924,30.26705",63946502,1100,1096
174444,"5800 SWEENEY CIR, Austin, TX, ,","5800 SWEENEY CIR, AUSTIN, TX, 78723","-97.67943,30.30525",63951224,2107,4004
174464,"11111 RESEARCH BLVD SVRD NB, Austin, TX, ,","11111 RESEARCH BLVD, AUSTIN, TX, 78759","-97.744736,30.407566",63986956,1754,2000
174484,"1030 NORWOOD PARK BLVD, Austin, TX, ,","1030 NORWOOD PARK BLVD, AUSTIN, TX, 78753","-97.69347,30.339966",64123786,1813,2022
174485,"1030 NORWOOD PARK BLVD, Austin, TX, ,","1030 NORWOOD PARK BLVD, AUSTIN, TX, 78753","-97.69347,30.339966",64123786,1813,2022
174486,"6615 BERKMAN DR, Austin, TX, ,","6615 BERKMAN DR, AUSTIN, TX, 78723","-97.68941,30.319231",64047077,2112,1004
174487,"7700 N MOPAC EXPY NB, Austin, TX, ,",,,,,
174488,"7700 N MOPAC EXPY NB, Austin, TX, ,",,,,,
174489,"409 E 6TH ST, Austin, TX, ,",,,,,
174490,"400 BLOCK E 6TH ST, Austin, TX, ,","400 E 6TH ST, AUSTIN, TX, 78701","-97.73924,30.26705",63946502,1100,1096
174491,"E 4TH ST / BRAZOS ST, Austin, TX, ,",,,,,
174492,"409 E 6TH ST, Austin, TX, ,",,,,,
174493,"409 E 6TH ST, Austin, TX, ,",,,,,
174494,"409 E 6TH ST, Austin, TX, ,",,,,,
174495,"409 E 6TH ST, Austin, TX, ,",,,,,
174496,"12817 HEINEMANN DR, Austin, TX, ,","12817 HEINEMANN DR, AUSTIN, TX, 78727","-97.743996,30.437063",63926344,1786,4009
174497,"1601 E ST ELMO RD, Austin, TX, ,","1601 E SAINT ELMO RD, AUSTIN, TX, 78744","-97.75282,30.212736",63964915,2411,1019
174498,"1210 E CESAR CHAVEZ ST, Austin, TX, ,","1210 E CESAR CHAVEZ ST, AUSTIN, TX, 78702","-97.73244,30.259834",63946750,902,4057
174499,"1210 E CESAR CHAVEZ ST, Austin, TX, ,","1210 E CESAR CHAVEZ ST, AUSTIN, TX, 78702","-97.73244,30.259834",63946750,902,4057
174500,"5900 MANOR RD, Austin, TX, ,",,,,,
174501,"W ANDERSON LN SVRD EB / N LAMAR BLVD SVRD NB, Austin, TX, ,",,,,,
174502,"8900 BLOCK NORTH PLZ, Austin, TX, ,","8900 NORTH PLZ, AUSTIN, TX, 78753","-97.68796,30.350594",624599259,1813,1024
174503,"8900 BLOCK NORTH PLZ, Austin, TX, ,","8900 NORTH PLZ, AUSTIN, TX, 78753","-97.68796,30.350594",624599259,1813,1024
174504,"9315 NORTHGATE BLVD, Austin, TX, ,","9315 NORTHGATE BLVD, AUSTIN, TX, 78758","-97.71543,30.372225",63982441,1820,1007
174505,"9315 NORTHGATE BLVD, Austin, TX, ,","9315 NORTHGATE BLVD, AUSTIN, TX, 78758","-97.71543,30.372225",63982441,1820,1007
174506,"5707 MANOR RD, Austin, TX, ,","5707 MANOR RD, AUSTIN, TX, 78723","-97.681175,30.304781",63951222,2107,4004
174507,"508 WEST AVE, Austin, TX, ,","508 WEST AVE, AUSTIN, TX, 78701","-97.75091,30.269459",63943329,1100,1078
174524,"710 TRINITY ST, Austin, TX, ,","710 TRINITY ST, AUSTIN, TX, 78701","-97.7389,30.268162",63946486,1100,1064
174525,"4509 E ST ELMO RD, Austin, TX, ,","4509 E ST ELMO RD, AUSTIN, TX, 78744","-97.73873,30.20602",64014007,2413,2000
174526,"12900 N IH 35 SVRD SB, Austin, TX, ,",,,,,
174527,"2002 LA CASA DR, Austin, TX, ,","2002 LA CASA DR, AUSTIN, TX, 78704","-97.77875,30.24622",63943624,1304,3016
174528,"STONELAKE BLVD / N CAPITAL OF TEXAS HWY SB, Austin, TX, ,",,,,,
174529,"500 CANYON RIDGE DR, Austin, TX, ,","500 CANYON RIDGE DR W, AUSTIN, TX, 78753","-97.67435,30.40319",64064680,1839,2004
174530,"500 CANYON RIDGE DR, Austin, TX, ,","500 CANYON RIDGE DR W, AUSTIN, TX, 78753","-97.67435,30.40319",64064680,1839,2004
174531,"COMAL ST / E CESAR CHAVEZ ST, Austin, TX, ,",,,,,
174532,"6804 W KINGS PT, Austin, TX, ,","6804 KINGS PT, AUSTIN, TX, 78723","-97.66706,30.311316",63935203,2113,1016
174533,"700 BLOCK COMAL ST, Austin, TX, ,","700 COMAL ST, AUSTIN, TX, 78702","-97.72611,30.264025",63947130,901,2004
174534,"1515 WICKERSHAM LN, Austin, TX, ,","1515 WICKERSHAM LN, AUSTIN, TX, 78741","-97.717995,30.236343",64016034,2318,1005
174535,"COMAL ST / E CESAR CHAVEZ ST, Austin, TX, ,",,,,,
174536,"12817 HEINEMANN DR, Austin, TX, ,","12817 HEINEMANN DR, AUSTIN, TX, 78727","-97.743996,30.437063",63926344,1786,4009
174537,"7401 THANNAS WAY, Austin, TX, ,","7401 THANNAS WAY, AUSTIN, TX, 78744","-97.76005,30.17868",640901136,2427,2010
174538,"5707 MANOR RD, Austin, TX, ,","5707 MANOR RD, AUSTIN, TX, 78723","-97.681175,30.304781",63951222,2107,4004
174539,"5301 E STASSNEY LN, Austin, TX, ,",,,,,
174540,"2128 W BRAKER LN, Austin, TX, ,",,,,,
174541,"AIRPORT BLVD / ANTONE ST, Austin, TX, ,",,,,,
174542,"4513 TURNSTONE DR, Austin, TX, ,","4513 TURNSTONE DR, AUSTIN, TX, 78744","-97.75046,30.18748",63950120,2412,2000
174543,"9036 N LAMAR BLVD, Austin, TX, ,","9036 N LAMAR BLVD, AUSTIN, TX, 78753","-97.6979,30.36147",641800565,1819,1011
174544,"400 BLOCK E 6TH ST, Austin, TX, ,","400 E 6TH ST, AUSTIN, TX, 78701","-97.73924,30.26705",63946502,1100,1096
174545,"12900 N IH 35 SVRD SB, Austin, TX, ,",,,,,
174546,"8225 N FM 620 RD, Austin, TX, ,",,,,,
174564,"500 CANYON RIDGE DR, Austin, TX, ,","500 CANYON RIDGE DR W, AUSTIN, TX, 78753","-97.67435,30.40319",64064680,1839,2004
174565,"E 6TH ST / TRINITY ST, Austin, TX, ,",,,,,
174566,"JONATHAN DR / E HIGHLAND MALL BLVD, Austin, TX, ,",,,,,
174567,"300 E 6TH ST, Austin, TX, ,",,,,,
174568,"300 E 6TH ST, Austin, TX, ,",,,,,
174569,"6400 BLOCK S 1ST ST, Austin, TX, ,","6400 S 1ST ST, AUSTIN, TX, 78745","-97.78559,30.200697",63949399,2410,2002
174570,"8800 N IH 35 SVRD SB, Austin, TX, ,",,,,,
174571,"5301 E STASSNEY LN, Austin, TX, ,",,,,,
174572,"5301 E STASSNEY LN, Austin, TX, ,",,,,,
174573,"400 BLOCK E 6TH ST, Austin, TX, ,","400 E 6TH ST, AUSTIN, TX, 78701","-97.73924,30.26705",63946502,1100,1096
174584,"700 BLOCK NECHES ST, Austin, TX, ,","700 NECHES ST, AUSTIN, TX, 78701","-97.7379,30.267776",63946531,1100,1063
174585,"1900 S IH 35 SB, Austin, TX, ,",,,,,
174587,"134 FM 1327 RD, Austin, TX, ,",,,,,
174588,"1515 WICKERSHAM LN, Austin, TX, ,","1515 WICKERSHAM LN, AUSTIN, TX, 78741","-97.717995,30.236343",64016034,2318,1005
174589,"7112 ED BLUESTEIN BLVD NB, Austin, TX, ,","7112 ED BLUESTEIN BLVD, AUSTIN, TX, 78723","-97.662735,30.313824",63935290,2108,2000
174590,"7401 THANNAS WAY, Austin, TX, ,","7401 THANNAS WAY, AUSTIN, TX, 78744","-97.76005,30.17868",640901136,2427,2010
174591,"8800 N IH 35 SVRD SB, Austin, TX, ,",,,,,
174592,"S 1ST ST / LIGHTSEY RD, Austin, TX, ,",,,,,
174593,"S 1ST ST / LIGHTSEY RD, Austin, TX, ,",,,,,
174604,"305 E 8TH ST, Austin, TX, ,",,,,,
174605,"2250 RIDGEPOINT DR, Austin, TX, ,","2250 RIDGEPOINT DR, AUSTIN, TX, 78754","-97.6767,30.329437",64020496,1834,1017
174606,"2250 RIDGEPOINT DR, Austin, TX, ,","2250 RIDGEPOINT DR, AUSTIN, TX, 78754","-97.6767,30.329437",64020496,1834,1017
174607,"316 E 6TH ST, Austin, TX, ,",,,,,
174608,"5800 SWEENEY CIR, Austin, TX, ,","5800 SWEENEY CIR, AUSTIN, TX, 78723","-97.67943,30.30525",63951224,2107,4004
174609,"408 W 23RD ST, Austin, TX, ,","408 W 23RD ST, AUSTIN, TX, 78705","-97.741844,30.286507",63942723,604,2000
174611,"1002 MORROW ST, Austin, TX, ,",,,,,
174612,"707 E CESAR CHAVEZ ST, Austin, TX, ,","707 E CESAR CHAVEZ ST, AUSTIN, TX, 78701","-97.738525,30.261705",63946580,1100,2001
174613,"613 CONGRESS AVE, Austin, TX, ,","613 CONGRESS AVE, AUSTIN, TX, 78701","-97.742744,30.26823",63943451,1100,1089
174615,"12989 N US 183 HWY SVRD NB, Austin, TX, ,",,,,,
174616,"6919 SHANNON DR, Austin, TX, ,","6919 SHANNON DR, AUSTIN, TX, 78724","-97.64159,30.301342",63951916,2202,1003
174617,"2700 BLOCK E SH 71 WB, Austin, TX, ,",,,,,
174624,"4513 TURNSTONE DR, Austin, TX, ,","4513 TURNSTONE DR, AUSTIN, TX, 78744","-97.75046,30.18748",63950120,2412,2000
174625,"2250 RIDGEPOINT DR, Austin, TX, ,","2250 RIDGEPOINT DR, AUSTIN, TX, 78754","-97.6767,30.329437",64020496,1834,1017
174626,"2250 RIDGEPOINT DR, Austin, TX, ,","2250 RIDGEPOINT DR, AUSTIN, TX, 78754","-97.6767,30.329437",64020496,1834,1017
174627,"2250 RIDGEPOINT DR, Austin, TX, ,","2250 RIDGEPOINT DR, AUSTIN, TX, 78754","-97.6767,30.329437",64020496,1834,1017
174628,"2250 RIDGEPOINT DR, Austin, TX, ,","2250 RIDGEPOINT DR, AUSTIN, TX, 78754","-97.6767,30.329437",64020496,1834,1017
174629,"7500 GAINES MILL LN, Austin, TX, ,","7500 GAINES MILL LN, AUSTIN, TX, 78745","-97.81308,30.1992",63940326,1728,2010
174630,"8000 BLOCK BURNET RD, Austin, TX, ,",,,,,
174631,"1000 W RUNDBERG LN, Austin, TX, ,",,,,,
174632,"800 E 7TH ST, Austin, TX, ,","800 E 7TH ST, AUSTIN, TX, 78702","-97.73381,30.266565",63946659,901,2014
174644,"6700 S CONGRESS AVE, Austin, TX, ,",,,,,
174645,"100 BLOCK MILDRED ST, Austin, TX, ,","100 MILDRED ST, AUSTIN, TX, 78702","-97.71932,30.255346",63948623,902,3020
174646,"100 BLOCK MILDRED ST, Austin, TX, ,","100 MILDRED ST, AUSTIN, TX, 78702","-97.71932,30.255346",63948623,902,3020
174647,"2250 RIDGEPOINT DR, Austin, TX, ,","2250 RIDGEPOINT DR, AUSTIN, TX, 78754","-97.6767,30.329437",64020496,1834,1017
174648,"2250 RIDGEPOINT DR, Austin, TX, ,","2250 RIDGEPOINT DR, AUSTIN, TX, 78754","-97.6767,30.329437",64020496,1834,1017
174649,"E 6TH ST / CONGRESS AVE, Austin, TX, ,",,,,,
174650,"E 6TH ST / CONGRESS AVE, Austin, TX, ,",,,,,
174651,"E 6TH ST / CONGRESS AVE, Austin, TX, ,",,,,,
174652,"8000 BLOCK BURNET RD, Austin, TX, ,",,,,,
174653,"402 E 6TH ST, Austin, TX, ,",,,,,
174654,"408 W 23RD ST, Austin, TX, ,","408 W 23RD ST, AUSTIN, TX, 78705","-97.741844,30.286505",63942723,604,2000
174655,"402 E 6TH ST, Austin, TX, ,",,,,,
174656,"3800 S 2ND ST, Austin, TX, ,","3800 S 2ND ST, AUSTIN, TX, 78704","-97.770874,30.229326",63944318,1307,1005
174657,"7200 BLOCK WOOD HOLLOW DR, Austin, TX, ,","7200 WOOD HOLLOW DR, AUSTIN, TX, 78731","-97.752396,30.354666",64023755,1752,3001
174658,"1719 E 2ND ST, Austin, TX, ,",,,,,
174659,"1719 E 2ND ST, Austin, TX, ,",,,,,
174660,"1112 E 9TH ST, Austin, TX, ,",,,,,
174661,"409 E 6TH ST, Austin, TX, ,",,,,,
174662,"5703 LIMEROCK HOLW, Austin, TX, ,","5703 LIMEROCK HOLLOW, AUSTIN, TX, 78744","-97.747444,30.190668",63950096,2412,1007
174663,"13609 N IH 35 SVRD NB, Austin, TX, ,",,,,,
174664,"9300 S IH 35 SVRD SB, Austin, TX, ,",,,,,
174665,"5703 LIMEROCK HOLW, Austin, TX, ,","5703 LIMEROCK HOLLOW, AUSTIN, TX, 78744","-97.747444,30.190668",63950096,2412,1007
174666,"5703 LIMEROCK HOLW, Austin, TX, ,","5703 LIMEROCK HOLLOW, AUSTIN, TX, 78744","-97.747444,30.190668",63950096,2412,1007
174667,"13609 N IH 35 SVRD NB, Austin, TX, ,",,,,,
174668,"12817 HEINEMANN DR, Austin, TX, ,","12817 HEINEMANN DR, AUSTIN, TX, 78727","-97.743996,30.437063",63926344,1786,4009
174669,"9001 NORTHGATE BLVD, Austin, TX, ,","9001 NORTHGATE BLVD, AUSTIN, TX, 78758","-97.717514,30.36895",642470470,1820,3017
174670,"9001 NORTHGATE BLVD, Austin, TX, ,","9001 NORTHGATE BLVD, AUSTIN, TX, 78758","-97.717514,30.36895",642470470,1820,3017
174671,"12349 METRIC BLVD, Austin, TX, ,","12349 METRIC BLVD, AUSTIN, TX, 78758","-97.69648,30.409565",641676347,1826,2004
174672,"417 E 6TH ST, Austin, TX, ,",,,,,
174673,"417 E 6TH ST, Austin, TX, ,",,,,,
174674,"417 E 6TH ST, Austin, TX, ,",,,,,
174675,"600 TRINITY ST, Austin, TX, ,","600 TRINITY ST, AUSTIN, TX, 78701","-97.73931,30.267145",63946498,1100,1095
174676,"9422 N LAMAR BLVD, Austin, TX, ,",,,,,
174677,"501 E OLTORF ST, Austin, TX, ,",,,,,
174678,"2000 CONESTOGA TRL, Austin, TX, ,","2000 CONESTOGA TRL, AUSTIN, TX, 78744","-97.75755,30.195871",641783025,2411,2003
174684,"1000 W RUNDBERG LN, Austin, TX, ,","1000 W RUNDBERG LN, AUSTIN, TX, 78758","-97.69998,30.364607",639628098,1819,2002
174685,"5800 ED BLUESTEIN BLVD NB, Austin, TX, ,","5800 ED BLUESTEIN BLVD, AUSTIN, TX, 78723","-97.66256,30.296846",637874922,2108,2008
174686,"9416 NORTH CREEK DR, Austin, TX, ,","9416 N CREEK DR, AUSTIN, TX, 78753","-97.69157,30.36042",641800500,1823,3005
174687,"9416 NORTH CREEK DR, Austin, TX, ,","9416 N CREEK DR, AUSTIN, TX, 78753","-97.69157,30.36042",641800500,1823,3005
174688,"6700 S CONGRESS AVE, Austin, TX, ,",,,,,
174689,"417 E 6TH ST, Austin, TX, ,",,,,,
174690,"417 E 6TH ST, Austin, TX, ,",,,,,
174691,"9422 N LAMAR BLVD, Austin, TX, ,",,,,,
174692,"300 E 6TH ST, Austin, TX, ,",,,,,
174693,"300 E 6TH ST, Austin, TX, ,",,,,,
174694,"2100 BLOCK BARTON SPRINGS RD, Austin, TX, ,",,,,,
174695,"2000 CONESTOGA TRL, Austin, TX, ,","2000 CONESTOGA TRL, AUSTIN, TX, 78744","-97.75755,30.195871",641783025,2411,2003
174704,"12817 HEINEMANN DR, Austin, TX, ,","12817 HEINEMANN DR, AUSTIN, TX, 78727","-97.743996,30.437063",63926344,1786,4009
174705,"E 6TH ST / NECHES ST, Austin, TX, ,",,,,,
174706,"5017 W US 290 HWY SVRD EB, Austin, TX, ,",,,,,
174707,"5017 W US 290 HWY SVRD EB, Austin, TX, ,",,,,,
174708,"501 E OLTORF ST, Austin, TX, ,",,,,,
174709,"700 NECHES ST, Austin, TX, ,","700 NECHES ST, AUSTIN, TX, 78701","-97.7379,30.267776",63946531,1100,1063
174710,"12435 DESSAU RD, Austin, TX, ,","12435 DESSAU RD, AUSTIN, TX, 78754","-97.647385,30.388954",646495318,1842,1020
174711,"500 BLOCK N PLEASANT VALLEY RD, Austin, TX, ,","500 N PLEASANT VALLEY RD, AUSTIN, TX, 78702","-97.71106,30.256746",63948913,902,2015
174712,"3001 S CONGRESS AVE, Austin, TX, ,",,,,,
174713,"3800 S 2ND ST, Austin, TX, ,","3800 S 2ND ST, AUSTIN, TX, 78704","-97.770874,30.229326",63944318,1307,1005
174714,"4600 N IH 35 SB, Austin, TX, ,",,,,,
174715,"4500 BLOCK GUADALUPE ST, Austin, TX, ,",,,,,
174716,"4500 BLOCK GUADALUPE ST, Austin, TX, ,",,,,,
